[2025-06-10 10:09:15,366] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:22,885] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:50:22,888] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:38,413] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:38,830] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:38,917] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:39,214] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:39,475] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:39,507] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:39,577] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:52:39,580] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,116] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,121] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,165] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,211] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,218] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,256] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,331] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:54:33,378] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,491] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,492] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,504] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,687] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,702] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,703] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,703] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:56:00,722] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:34,382] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:34,499] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:34,671] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:34,784] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:34,819] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:34,983] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:34,990] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:57:35,190] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:57,704] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:58,311] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:58,376] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:58,417] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:58,713] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:58,714] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:58,770] [INFO] Model initialized on device: cuda:0
[2025-06-10 12:59:58,770] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:08,646] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:08,872] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:08,880] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:08,922] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:09,088] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:09,097] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:09,679] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:01:09,691] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,104] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,120] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,121] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,447] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,484] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,722] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,734] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:02:55,825] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,194] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,296] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,300] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,370] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,373] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,374] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,384] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:04:37,387] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:20,672] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:20,907] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:21,004] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:21,008] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:21,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:21,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:21,075] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:06:21,075] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:02,898] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:02,989] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:02,998] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:03,100] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:03,112] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:03,183] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:03,189] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:08:03,194] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:41,483] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:41,505] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:41,876] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:43,013] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:45,120] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:46,179] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:46,189] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:09:46,189] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:54,971] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:55,102] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:55,183] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:55,183] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:55,223] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:55,223] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:55,226] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:11:55,228] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:12:59,886] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:13:01,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:13:01,103] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:13:01,370] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:13:01,675] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:13:02,106] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:13:02,516] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:13:03,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:00,991] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:01,175] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:01,176] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:02,021] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:02,807] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:02,993] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:03,208] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:15:08,277] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,436] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,492] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,492] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,627] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,977] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,978] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,985] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:16:54,991] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:34,568] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:34,581] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:34,617] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:34,632] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:34,705] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:34,882] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:35,502] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:18:35,853] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:22,266] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:22,509] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:23,841] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:23,989] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:24,132] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:24,224] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:24,385] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:20:24,385] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:16,603] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:16,781] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:16,805] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:16,990] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:16,996] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:17,005] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:17,010] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:22:17,013] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:22,632] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:23,300] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:23,394] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:23,402] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:23,507] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:23,615] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:23,683] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:24:23,684] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:34,048] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:34,497] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:34,970] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:34,991] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:35,183] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:35,272] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:35,276] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:25:35,291] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,218] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,392] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,506] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,512] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,572] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,581] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,584] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:27:31,589] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:16,203] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:16,984] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:16,995] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:17,075] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:17,084] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:17,087] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:17,091] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:29:17,091] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:48,680] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:50,075] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:52,575] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:54,877] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:54,908] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:54,909] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:54,912] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:30:54,913] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:25,572] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:28,905] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:30,174] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:31,301] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:31,475] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:31,487] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:31,488] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:32:31,490] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:51,914] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:52,776] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:53,975] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:54,480] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:54,731] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:54,880] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:54,922] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:33:54,922] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:36,261] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:36,305] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:37,125] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:37,344] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:38,190] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:38,573] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:38,707] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:35:39,075] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:49,073] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:49,160] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:49,380] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:49,508] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:49,976] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:50,080] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:50,309] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:36:50,375] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:48,903] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:49,093] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:49,202] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:49,477] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:49,478] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:49,575] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:49,580] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:38:49,581] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:42,183] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:46,074] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:46,100] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:46,104] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:46,174] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:46,175] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:46,179] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:40:46,179] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:23,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:26,491] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:27,184] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:27,375] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:29,175] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:29,601] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:29,788] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:42:29,800] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:43:56,800] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:44:00,415] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:44:00,874] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:44:02,076] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:44:03,287] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:44:03,570] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:44:03,689] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:44:03,698] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:27,919] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:29,035] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:29,312] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:29,597] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:29,707] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:29,712] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:29,735] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:45:29,788] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:15,076] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:15,898] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:16,075] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:16,079] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:16,080] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:16,090] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:16,094] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:47:16,104] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:24,595] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:24,639] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:25,193] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:25,218] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:25,305] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:25,474] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:25,503] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:48:25,516] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,199] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,274] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,290] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,413] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,414] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,473] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,476] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:50:21,492] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:06,976] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:07,692] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:07,786] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:07,787] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:07,788] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:07,797] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:07,798] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:52:07,797] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:43,781] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:45,273] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:45,691] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:45,699] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:45,700] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:45,770] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:45,774] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:53:45,779] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:09,886] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:12,593] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:13,779] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:15,989] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:16,084] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:16,276] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:16,381] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:55:16,384] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:42,958] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:47,098] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:48,176] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:48,183] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:48,311] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:48,311] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:48,312] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:56:48,313] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:34,395] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:36,374] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:36,385] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:36,388] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:36,584] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:36,604] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:36,906] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:58:36,983] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:46,232] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:46,731] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:47,104] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:47,316] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:47,410] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:47,475] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:47,478] [INFO] Model initialized on device: cuda:0
[2025-06-10 13:59:47,479] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:31,904] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:40,024] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:40,201] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:41,499] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:41,698] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:41,716] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:41,770] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:01:41,773] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:20,678] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:23,275] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:24,097] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:24,274] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:24,396] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:24,400] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:24,401] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:03:24,401] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:53,492] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:57,177] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:57,182] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:57,511] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:57,594] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:57,603] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:57,686] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:04:57,690] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:25,706] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:26,217] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:28,176] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:30,384] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:31,780] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:31,870] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:31,882] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:06:32,296] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,118] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,133] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,234] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,234] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,281] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,284] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,285] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:08:11,317] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:09:59,142] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:09:59,418] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:09:59,690] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:09:59,691] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:09:59,693] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:10:00,009] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:10:00,080] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:10:00,084] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:08,968] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:11,380] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:11,447] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:11,522] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:11,888] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:12,176] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:12,187] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:11:12,511] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:02,392] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:04,278] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:04,378] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:04,396] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:04,408] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:04,491] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:04,492] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:13:04,495] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,380] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,614] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,620] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,770] [INFO] Model initialized on device: cuda:0
[2025-06-10 14:14:53,772] [INFO] Model initialized on device: cuda:0
